사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
곰이당,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남성로 122,제주특별자치도 서귀포시 서홍동 744-13,33.2420374,126.5533438,64.8,064-767-0722,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
브레드&커피피스서귀포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로41번길 5-2,제주특별자치도 서귀포시 법환동 746-3,33.2520935,126.5088532,93.44,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
더캠프PC서귀포본점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로41번길 5-2. 3층 301~304호 (법환동),제주특별자치도 서귀포시 법환동 746-3 3층 301~3호,33.2520935,126.5089066,29.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유신서귀로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로27번길 9-6,제주특별자치도 서귀포시 강정동 165-6,33.252953,126.5073887,10,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
파스쿠찌서귀포신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로27번길 10-1. 1.2층 (강정동),제주특별자치도 서귀포시 강정동 164-3 . 1.2층,33.2529785,126.4913671,346.25,064-739-8497,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
더벤티서귀포신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 67-1. 1층 (서호동),제주특별자치도 서귀포시 서호동 1477-3 1층,33.2508792,126.5119181,35,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
복음이네김밥만두,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 64 (법환동),제주특별자치도 서귀포시 법환동 749,33.25070452,126.5112911,25.2,064-738-0805,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
시끌벅적분식,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 66,제주특별자치도 서귀포시 법환동 749,33.25057624,126.5118241,25.2,064-738-7277,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
컴포즈커피서귀포혁신도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 59-1 (서호동),제주특별자치도 서귀포시 서호동 1476-7,33.2510656,126.5111766,72.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐밸류호텔점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 51,제주특별자치도 서귀포시 법환동 745-5,33.2514321,126.510295,6.6,064-802-3000,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
신전떡볶이신서귀포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 47. 지하1층 B103호 (법환동),제주특별자치도 서귀포시 법환동 745-7 . 지하1층 B103호,33.2515828,126.509725,45,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포라메르점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 47,제주특별자치도 서귀포시 법환동 745-7,33.2515828,126.5096667,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
중앙도서관구내식당,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 32 (강정동),제주특별자치도 서귀포시 강정동 176,33.25141622,126.5076206,134.37,064-739-3151,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포효돈중앙점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 과원동로 3. 102동 1층 101호 (하효동),제주특별자치도 서귀포시 하효동 475 102동 101호,33.2611855,126.6202868,1,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
검은여닭도가니,제주특별자치도,서귀포시,제주특별자치도 서귀포시 검은여로 4 (토평동),제주특별자치도 서귀포시 토평동 472,33.2442203,126.582062,102.96,064-733-3030,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
너리(knuree),제주특별자치도,서귀포시,제주특별자치도 서귀포시 검은여로 315,제주특별자치도 서귀포시 토평동 1251-2,33.2675653,126.5907473,135.52,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
(주)올더타임토평,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 73. 1층 (토평동),제주특별자치도 서귀포시 토평동 1000-13,33.2606802,126.5809883,431.55,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포로드점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 52 (토평동),제주특별자치도 서귀포시 토평동 953,33.2587929,126.5800961,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포돈내코점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 466 (상효동),제주특별자치도 서귀포시 상효동 1300-12,33.2927432,126.5948828,36,064-732-6268,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
빽다방서귀포516로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 450. 1층 (상효동),제주특별자치도 서귀포시 상효동 1297-19,33.2913003,126.5949913,73.88,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
노리파크서귀포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 40,제주특별자치도 서귀포시 토평동 880-1,33.2573638,126.5814764,98,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
귤한편,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 387,제주특별자치도 서귀포시 토평동 1755-3,33.28613965,126.5924061,96.24,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
메가엠지씨커피516도로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 188. 1층 (토평동),제주특별자치도 서귀포시 토평동 2221-10 . 1층,33.270019,126.5857627,46.98,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주516도로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 176,제주특별자치도 서귀포시 토평동 2225,33.2687657,126.5857579,15,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
영희김밥,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 176 (토평동),제주특별자치도 서귀포시 토평동 2225,33.2687657,126.5857579,5,064-733-5165,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포토평사거리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 516로 143 (토평동),제주특별자치도 서귀포시 토평동 2263-3,33.2659145,126.5850735,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주회수사거리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 1100로 178 (회수동),제주특별자치도 서귀포시 회수동 392-2,33.2630452,126.4440863,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
커피베이제주회수점(COFFEE BAY),제주특별자치도,서귀포시,제주특별자치도 서귀포시 1100로 236,제주특별자치도 서귀포시 회수동 271-3,33.26708121,126.4468197,49.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
회수다옥,제주특별자치도,서귀포시,제주특별자치도 서귀포시 1100로 453-38 (회수동),제주특별자치도 서귀포시 회수동 53-1,33.286265,126.4508562,227.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주중문사거리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 1100로 6 (중문동),제주특별자치도 서귀포시 중문동 1918-4,33.2514493,126.4319594,3.3,064-738-3234,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페백송,경상남도,진주시,경상남도 진주시 대신로 634-16,경상남도 진주시 초전동 1236-2,35.2161170532,128.1121028343,190.44,,경상남도 진주시,055-749-5781,2026-01-15,5310000,경상남도 진주시
하몽휴게점,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 대정읍 하모리 646-20 3호,33.2100694,126.2584394,30,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페비앙코,대구광역시,달서구,"대구광역시 달서구 구마로 220, 세강병원 주2동 1층 (송현동)",대구광역시 달서구 송현동 56-2,35.83664298,128.5516956,115.05,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
어랏커피 대구진천점,대구광역시,달서구,"대구광역시 달서구 월배로 64, 1층 (진천동)",대구광역시 달서구 진천동 622-2,35.813428,128.5217751,43.43,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
매스커피 장기휴포레점,대구광역시,달서구,"대구광역시 달서구 장기로 252, 1층 108호 (장기동, 장기 협성휴포레)",대구광역시 달서구 장기동 535,35.84403307,128.5326563,40.34,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
파스쿠찌 대구구병원점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1596, 주건축물제1동 1,2층 (감삼동)",대구광역시 달서구 감삼동 100-1,35.85131208,128.541378,441.3,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
와유 커피(YU COFFEE),대구광역시,달서구,"대구광역시 달서구 대명천로6길 10, 1층 (성당동)",대구광역시 달서구 성당동 202-8,35.83954155,128.5568779,25.34,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
이프리프인,대구광역시,달서구,"대구광역시 달서구 야외음악당로 157, 1층 (두류동)",대구광역시 달서구 두류동 640-2,35.85093796,128.5534045,26.42,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
더벤티 대구월배역디엘점,대구광역시,달서구,"대구광역시 달서구 월배로 159, 근린생활시설동 1층 113호 (진천동, 월배역 디엘 라온프라이빗)",대구광역시 달서구 진천동 847 월배역 디엘 라온프라이빗,35.816656,128.530213,34.4,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
미네랄커피,대구광역시,달서구,"대구광역시 달서구 선원로23길 68, 1층 (이곡동)",대구광역시 달서구 이곡동 산 18-3,35.86269431,128.5048628,55.55,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페(CAFE) 희망,대구광역시,달서구,"대구광역시 달서구 와룡로53길 47, 사회적경제지원센터 2층 204호 (죽전동)",대구광역시 달서구 죽전동 74-23,35.85650288,128.5343023,68.71,053-585-6612,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
프라우송 월배점,대구광역시,달서구,"대구광역시 달서구 조암로 153, 근린생활시설 주건축물제1동 1층 103호 (대천동)",대구광역시 달서구 대천동 923-3,35.81892126,128.5156737,26.31,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
메가엠지씨커피 대구상인화성파크점,대구광역시,달서구,"대구광역시 달서구 송현로7길 26, 1층 (상인동)",대구광역시 달서구 상인동 877-10,35.82039922,128.5462488,40.8,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
하프커피익스프레스 대구죽전점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1551, 골든타워 1층 105호 (죽전동)",대구광역시 달서구 죽전동 273-27,35.85046738,128.5365156,21.57,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
그랩커피 대구상인직영점,대구광역시,달서구,"대구광역시 달서구 송현로7길 20, 상인화성파크드림1단지아파트 1222동 1층 104호 (상인동)",대구광역시 달서구 상인동 1596,35.82091867,128.5463527,59.1,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페동글,대구광역시,달서구,"대구광역시 달서구 진천로 8, 1층 (진천동)",대구광역시 달서구 진천동 291-15,35.80972321,128.5267442,34.52,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페 평균율,대구광역시,달서구,"대구광역시 달서구 이곡서로 36, 2층 (이곡동)",대구광역시 달서구 이곡동 1202-17,35.85438239,128.5030351,47.19,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
바나타이거 대구월성휴포레점,대구광역시,달서구,"대구광역시 달서구 조암로10길 11, 301동 105호 (월성동, 월성 협성휴포레)",대구광역시 달서구 월성동 1863,35.8242848,128.5219467,25.4,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
리터킹 성서모다아울렛점,대구광역시,달서구,"대구광역시 달서구 성서공단로11길 10, 1층 (호림동)",대구광역시 달서구 호림동 14,35.83593335,128.4883012,72.01,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
마실커피 대구성서공단점,대구광역시,달서구,"대구광역시 달서구 달서대로91길 35, 모다지식산업센터 나동 1층 106호 (호림동)",대구광역시 달서구 호림동 9-6,35.83942063,128.4877506,27.92,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
마실커피 대구죽전점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1581, 401동 1층 109호 (죽전동, 빌리브 죽전)",대구광역시 달서구 죽전동 279-1,35.85162879,128.5394456,42.97,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
아작커피,대구광역시,달서구,"대구광역시 달서구 구마로39길 70, 1층 (성당동)",대구광역시 달서구 성당동 411-2,35.84049506,128.5489505,29.95,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
커피 볶는 시골커피 성서점,대구광역시,달서구,"대구광역시 달서구 달서대로91길 15, 1층 (호림동)",대구광역시 달서구 호림동 10-5,35.83942441,128.4901074,76.55,053-721-7657,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
하삼동커피 성서공단점,대구광역시,달서구,"대구광역시 달서구 성서공단로 69, 1층 (호림동)",대구광역시 달서구 호림동 15-10,35.8352093,128.490130,37.32,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
바나타이거 대구송현점,대구광역시,달서구,"대구광역시 달서구 구마로 230, 근린생활시설(2블록)동 지하1층 118호 (송현동, 한양수자인 더팰리시티)",대구광역시 달서구 송현동 78-3,35.83561745,128.5522137,47.47,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
매빅커피,대구광역시,달서구,"대구광역시 달서구 진천로 17, 스카이타워 1층 (진천동)",대구광역시 달서구 진천동 283-2,35.81059256,128.5258712,49.02,053-634-7010,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
밀리그램,대구광역시,달서구,"대구광역시 달서구 화암로 331, 주건축물제1동 2층 205호 (대곡동)",대구광역시 달서구 대곡동 1038-3,35.80426227,128.5193825,57.42,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
디디씨DDC(돌담커피)용산점,대구광역시,달서구,"대구광역시 달서구 새방로 14, 1층 (용산동)",대구광역시 달서구 용산동 577-1,35.86002924,128.5214446,102.14,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
투플러스원커피(2PLUS 1 COFFEE),대구광역시,달서구,"대구광역시 달서구 월배로 215, 1층 (상인동)",대구광역시 달서구 상인동 72-4,35.81905431,128.5366964,17.21,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
리즈,대구광역시,달서구,"대구광역시 달서구 달구벌대로301길 183, 1층 (용산동)",대구광역시 달서구 용산동 933-8,35.85804226,128.5313462,10.38,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
빛나,대구광역시,달서구,"대구광역시 달서구 구마로12길 43, 1층 상가101호 (본동, 본동신영아파트)",대구광역시 달서구 본동 905,35.83515402,128.5340158,37.75,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
마시그래이 송현점,대구광역시,달서구,"대구광역시 달서구 월배로 329, 1층 (송현동)",대구광역시 달서구 송현동 1915-24,35.82504804,128.5463101,40.62,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
서로카페 송현점,대구광역시,달서구,"대구광역시 달서구 월배로 340, 102동 1층 15호 (송현동, 앞산청구제네스)",대구광역시 달서구 송현동 1943,35.82528726,128.5481889,20.62,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
더벤티 두류점,대구광역시,달서구,"대구광역시 달서구 야외음악당로39길 51, 1층 (두류동)",대구광역시 달서구 두류동 613-8,35.85413139,128.5537999,35.44,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
달다구리,대구광역시,달서구,"대구광역시 달서구 앞산순환로49길 73, 송경시장 B동 1층 19호 (송현동)",대구광역시 달서구 송현동 1941-3,35.82709695,128.5516336,15.59,053-719-3256,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
투썸플레이스대구수목원점,대구광역시,달서구,"대구광역시 달서구 상화로 38, 2,3층 (대곡동)",대구광역시 달서구 대곡동 90,35.80811391,128.517965,423.96,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
리터킹 신월성점,대구광역시,달서구,"대구광역시 달서구 조암로 48, 원더풀스파랜드 1층 114호 (월성동)",대구광역시 달서구 월성동 1540-2,35.82441465,128.5243077,44.32,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
에이바우트 월성점,대구광역시,달서구,"대구광역시 달서구 조암남로 42, 트럼프스타 1층 114,115호 (월성동)",대구광역시 달서구 월성동 1264,35.82175667,128.5280127,243.89,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
아이리,대구광역시,달서구,"대구광역시 달서구 당산로24길 8, 1층 (성당동)",대구광역시 달서구 성당동 705-37,35.84699942,128.545660,14.81,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
버터리 버튼(Buttery button),대구광역시,달서구,"대구광역시 달서구 야외음악당로39동길 47, 1층 (두류동)",대구광역시 달서구 두류동 487-14,35.85592696,128.5554688,20.62,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
코코커피,대구광역시,달서구,"대구광역시 달서구 송현로 114, 1층 (송현동)",대구광역시 달서구 송현동 1909,35.82749302,128.5441476,30.1,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
소원(sowon coffee),대구광역시,달서구,"대구광역시 달서구 비슬로550길 32, 1층 (대곡동)",대구광역시 달서구 대곡동 56-1,35.809152,128.5155194,25.73,053-636-0310,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
아워스커피,대구광역시,달서구,"대구광역시 달서구 월배로 235, 1층 (상인동)",대구광역시 달서구 상인동 745,35.81996687,128.5388963,134.76,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
푸푸커피 대곡점,대구광역시,달서구,"대구광역시 달서구 갈밭로 28, 1층 104호 (대곡동)",대구광역시 달서구 대곡동 1076,35.80238831,128.531249,50.61,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
정문카페,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 씨앤우방랜드 출입문:정문(39-1) 1층 (두류동)",대구광역시 달서구 두류동 산 302-11,35.85485542,128.564821,13.58,053-620-0001,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
서로커피,대구광역시,달서구,"대구광역시 달서구 달구벌대로304길 39, 1층 (감삼동)",대구광역시 달서구 감삼동 576-3,35.84799046,128.5326727,33,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
탑리터 파호점,대구광역시,달서구,"대구광역시 달서구 호산로 125, 상가50동 1층 123호 (파호동, 성서삼성명가타운)",대구광역시 달서구 파호동 89,35.85022255,128.4736777,33.03,053-614-0233,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페위(CafeWe)대구학생문화센터점,대구광역시,달서구,"대구광역시 달서구 용산로 181, 대구학생문화센터 1층 (용산동)",대구광역시 달서구 용산동 230-6,35.85302474,128.5295209,82.71,053-629-7610,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
매스커피 유천점,대구광역시,달서구,"대구광역시 달서구 조암남로32길 20-4, 대천동근린생활시설 주건축물제1동 1층 108호 (대천동)",대구광역시 달서구 대천동 940-2,35.81816537,128.5166734,36.85,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
마시그래이 죽전점,대구광역시,달서구,"대구광역시 달서구 와룡로 254, 301동 지하1층 102호 (죽전동, 죽전역 에일린의뜰)",대구광역시 달서구 죽전동 204-1,35.85593983,128.5385992,36.9,053-553-3358,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
아이갓에브리씽(I got everything)삼보모터스카페,대구광역시,달서구,"대구광역시 달서구 성서동로 142, 1층 (월암동)",대구광역시 달서구 월암동 1080-3,35.83366237,128.5167781,65.24,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페아이엔지 계명대동영관점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1095, 계명대학교 동영관동 1층 (신당동)",대구광역시 달서구 신당동 1000-2,35.85355435,128.4814938,38.87,1522-4762,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
"카페,인",대구광역시,달서구,"대구광역시 달서구 선원남로 151, 209동 1층 101호 (용산동, 한마음아파트)",대구광역시 달서구 용산동 419-1,35.85740539,128.5172805,30.18,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
이디야커피 대구문화예술회관점,대구광역시,달서구,"대구광역시 달서구 공원순환로 201, 대구광역시문화예술회관 전시관동 1층 (성당동)",대구광역시 달서구 성당동 187,35.84476741,128.5581018,212.93,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페본,대구광역시,달서구,"대구광역시 달서구 와룡로17길 46, 1층 (본리동)",대구광역시 달서구 본리동 427,35.8405786,128.5342008,90.95,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
메가엠지씨커피 대구계명대동문점,대구광역시,달서구,"대구광역시 달서구 계대동문로 1, 1층 (신당동)",대구광역시 달서구 신당동 1721-20,35.85585461,128.4924969,40.3,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
메가엠지씨커피 대구서남시장점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1647, 더원정형외과 1층 (감삼동)",대구광역시 달서구 감삼동 62-10,35.85394312,128.5461819,49.57,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
하이오커피(진천역점),대구광역시,달서구,"대구광역시 달서구 진천로 77, 301동 1층 120-1호 (진천동, 진천역 계룡 리슈빌)",대구광역시 달서구 진천동 602,35.81646348,128.5211196,33.02,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
사운즈커피 월성네거리점,대구광역시,달서구,"대구광역시 달서구 조암로 5, 월성수메디컬 빌딩 주건축물제1동 1층 108,109,110호 (월성동)",대구광역시 달서구 월성동 1858,35.82538702,128.5292756,125.14,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
도케비커피 죽전점,대구광역시,달서구,"대구광역시 달서구 용산로24길 40, 104동 1층 101호 (감삼동, 죽전역 코아루 더리브)",대구광역시 달서구 감삼동 573,35.84794197,128.5334286,149.11,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
하삼동커피 대구월성푸르지오점,대구광역시,달서구,"대구광역시 달서구 조암로6길 20, 상가1동 1층 104호 (월성동, 월성푸르지오)",대구광역시 달서구 월성동 120,35.82912849,128.5260212,28.5,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
스타벅스 대구감삼빌리브스카이,대구광역시,달서구,"대구광역시 달서구 와룡로 186, 401동 1층 111, 112, 118호 (감삼동, 빌리브 스카이 주상복합)",대구광역시 달서구 감삼동 707,35.84937788,128.5379575,246.13,053-554-5180,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
모리커피 성서계대점,대구광역시,달서구,"대구광역시 달서구 서당로9길 51, 1층 (신당동)",대구광역시 달서구 신당동 1721-2,35.85605087,128.492687,72.3,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
더벤티 달서구청점,대구광역시,달서구,"대구광역시 달서구 월성로 20, 건도파라다이스 1층 105호 (월성동)",대구광역시 달서구 월성동 275-2,35.83158898,128.5331529,43,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
오늘은커피,대구광역시,달서구,"대구광역시 달서구 앞산순환로49길 73, 송경시장 A동 1층 19호 (송현동)",대구광역시 달서구 송현동 1941-3,35.82709695,128.5516336,17.99,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
레츠잇(Lets eat),대구광역시,달서구,"대구광역시 달서구 한실로6길 130, 청솔빌딩 주건축물제1동 1층 106호 (대곡동)",대구광역시 달서구 대곡동 1115-3,35.7961354,128.5288003,54.89,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
투썸플레이스 대구성서홈플러스점,대구광역시,달서구,"대구광역시 달서구 달구벌대로 1467, 용산역세권 건축물 지하1층 (용산동)",대구광역시 달서구 용산동 230-11,35.84945361,128.5274058,16.1,053-565-1363,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
멜팅포레스트,대구광역시,달서구,"대구광역시 달서구 월배로24길 109, 1층 (진천동)",대구광역시 달서구 진천동 185-1,35.81210672,128.5315152,22.86,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
빅피처커피(장기점),대구광역시,달서구,"대구광역시 달서구 한들로 36, 116동 1층 103호 (장기동, 영남네오빌파크)",대구광역시 달서구 장기동 809,35.84700932,128.5265115,37.71,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
카페 더 루틴,대구광역시,달서구,"대구광역시 달서구 당산로41길 92, 1층 (감삼동)",대구광역시 달서구 감삼동 49-11,35.85350876,128.5431821,24.6,,대구광역시 달서구청 위생과,053-667-3762,2025-12-11,3470000,대구광역시 달서구
