관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
대저생태공원,관광지,"부산광역시 강서구 공항로 1246, (대저1동)",,35.20985086,128.9845591,3430000.0,관리사무소+화장실+주차장,,축구장(3)+야구장(2)+농구장(8)+테니스장(8)+게이트볼장(4)+인라인스케이트장(1),대저생태공원캠핑장,,,1966-07-23,70000,1100,"대저생태공원은 대저수문부터 김해공항램프까지이며, 구포대교하류부부터 천연기념물 제179호(낙동강하구 철새도래지)로 지정되어 있으며, 신덕습지를 비롯한 습지 및 자연초지, 유채꽃단지와 체육시설인 축구장, 야구장등이 조성되어 있는 부산시민이 여가와 휴식을 즐길 수 있는 자연생태 친수공간이다.특히 공원에 조성된 유채꽃 단지(370,000㎡)에서 4월 개최되는 유채꽃 축제는 수많은 관광객을 불러 모으고 있어 새로운 관광 명소로 자리 잡아 시민의 여가와 휴식을 즐기는 곳이다.",051-971-6011,대저생태공원 관리사무소,2025-03-27,3360000,부산광역시 강서구
낙동강제방(강서30리벚꽃길),관광지,"부산광역시 강서구 공항로 1246, (대저1동)",,35.20985086,128.9845591,3430000.0,관리사무소+화장실+주차장,,,,,,2015-03-03,70000,1100,"낙동강제방을 시민공원화하여 산책인들에게 정서함양과 향토애를 고취하기 위해 1992년 강서구에서는 조경으로 철쭉동산 등을 조성하고 시비를 건립하였다. 그렇게 세워진 시비는 구포대교와 낙동대교 사이의 강서쪽 제방이 되는데 금수현 노래비와 이은상 시비는 1992년 2월에, 배재황 시비는 1992년 7월에 조지훈과 박목월 이주홍 시비는 1992년 8월에 제각각 특성을 지닌 아담한 조각으로 세워졌다.강서구의 아름다운 낙동강제방위에 마라톤코스를 조성하여 맥도생태공원과 연계한 시민들의 여가공간 확보 및 주민건강증진을 위하여 우리구에서는 명지동 I.C에서 구포대교까지 L=12.68km구간에 조깅코스를 조성하였다.",051-971-6011,대저생태공원 관리사무소,2025-03-27,3360000,부산광역시 강서구
가덕도,관광지,"부산광역시 강서구 동선길 10, (성북동)",,35.05664068,128.8316554,21073000.0,강서구관광안내소+화장실+주차장,,,,,,1989-01-01,0,248,"가덕도는 보개산이 바다 가운데 침몰되었다가 다시 솟아서 이루어 졌다는 전설이 있는 부산 최대의 섬이다. 최고봉인 연대산(459.4m)을 위시하여 수많은 산들이 펼쳐져 있으며, 해안선을 따라 동북쪽으로 눌차·동선 사이를 이어주는 주변 백사장에서부터 기도원앞 바닷가의 경관, 동남쪽으로 대항 새바지의 넓은 자갈밭과 용두암을 시작으로 펼쳐지는 동백숲과 아동섬일대와 동두말, 가덕도 등대 주위의 깎아지른 듯한 기암괴석, 서남쪽으로 돌아 외양포 해수욕장, 두문의 길게 뻗은 솔섬, 천수말 코바위 등 가덕도는 해금강 절경을 방불케 한다.(수용인원 제한 없음)",051-970-2652,부산광역시 강서구청,2025-03-27,3360000,부산광역시 강서구
갓바위,관광지,전라남도 목포시 남농로 135,전라남도 목포시 용해동 산86-24,34.79372717,126.4210674,6650.0,공중화장실,,,,,,2009-04-27,250,60,"갓바위는 두 사람이 나란히 삿갓을 쓰고 서 있는 모습의 바위로 관광객들이 즐겨찾는 명소이며, 예전에는 배를 타고 나가야만 볼 수 있었던 갓바위를 해상에서 직접 조망할 수 있는 보행교를 바다위에 설치하였다.",061-273-0536,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
목포자연사박물관,관광지,전라남도 목포시 남농로 135,전라남도 목포시 용해동 7,34.79372717,126.4210674,3170.0,화장실+주차장+기념품판매점,,,박물관,매점,,2003-10-24,300,450,"지구 46억년 자연사를 볼 수 있는 곳으로 다양한 생명체와 관람객이 공존하는 증강현실 사진관 체험,  박물관에 잠든 공룡알 화석을 부화시키는 게임형 AR 체험, 수생 생물이 살고 있는 연못 생태계 위를 거니는 콘텐츠등 다양한 VR, AR콘텐츠와 영상쇼를 제공한다",061-274-3655,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
김대중노벨평화상기념관,관광지,전라남도 목포시 삼학로 92번길 68,전라남도 목포시 산정동 1481,34.78285177,126.3922506,4730.0,화장실+주차장+기념품판매점,,,박물관,카페테리아,,2013-06-15,200,10,"김대중 前대통령의 업적 및 걸어온 길을 살펴볼 수 있는 곳이다. 평화의 메시지 보내기, 노르웨이 오슬로 시상식장 체험, 노벨평화상 단상 포토존 및 대통령 집무실을 그대로 옮겨놓은 집무실 체험공간에서 대통령이 되어보는 체험을 할 수 있다",061-245-5660,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
영도대교,관광지,부산광역시 중구 태종로 8,부산광역시 중구 남포동1가 33-9,35.09725344,129.035681,0.0,공중화장실,,,,,부산중구 관광안내소,2006-11-25,2000,0,"영도대교는 일제 강점기 시절 영도와 부산항 사이의 원활한 왕래를 위해 1934년 11월에 준공된 동양최조의 교량이자 국내 유일의 연륙교로써의 역사적인 의미를 지니고 있으며, 한국 전쟁 당시 헤어진 가족들의 기약 없는 이별의 종착지이자 이산가족들에겐 삶의 애환이 서려있는 장소이다.",051-780-0062,부산 시설공단,2023-12-04,3250000,부산광역시 중구
BIFF광장,관광지,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588,0.0,공중화장실,호텔+게스트하우스,,,,,2011-02-24,5000,0,세계적 영화제로 발돋움한 부산국제영화제의 태동지,051-600-4084,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
40계단테마거리,관광지,부산광역시 중구 대청로135번길 13,부산광역시 중구 중앙동4가 38-1,35.10397225,129.0346287,0.0,공중화장실,,,40계단 문화관,,,2003-02-12,500,0,"40계단을 중심으로 조성된 테마거리로 뻥튀기 아저씨,  물동이 진 아이 등의 조형물이 꾸며져있다.",051-600-4046,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
자갈치시장,관광지,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.09661444,129.0305818,0.0,화장실+주차장,관광호텔+게스트하우스,,,,,2006-08-11,6217,0,부산의 대표적 명소이자 신선한 활어와 선어를 저렴하게 살 수있는 한국 최대의 전통 수산물시장,051-245-2594,부산 시설공단,2023-12-04,3250000,부산광역시 중구
절물자연휴양림,관광지,제주특별자치도 제주시 명림로 584(봉개동),,33.44004881,126.6252034,3000000.0,관리사무실 1동(매표소)+방문자센터(전시실. 영상상영관)+물품보관실+공중화장실 2동+연못 2개소+어린이놀이터 3개소+주차시설(7.212㎡) 등,숲속의 집 7동 19실+산림문화휴양관 1동10실,,,,,1992-05-26,2000,238,"제주시에서 20분거리에 위치해 있으며, 50여년생 삼나무조림지와 자연림이 조화를 이루는 독특한 경관으로 전국 국립자연휴양림 중 매년 최다 방문객을 바랑하고 있다. 또한 유아숲체험원. 숲해설. 목공예 등 산림체험프로그램을 운영하고 있다",064-728-1510,제주특별자치도 제주시 절물생태관리소,2023-10-30,6510000,제주특별자치도 제주시
김녕관광지,관광지,,제주특별자치도 제주시 구좌읍 김녕리 497-5,33.5548971,126.7654535215,161324.0,관리사무소+화장실(2동)+주차장+샤워탈의장+취사장+여름파출소,,다목적운동장+야영장+피크닉장+광장+조경휴게지,,,,1971-05-20,10000,234,"해양레져스포츠, 캠핑 등 즐길거리가 가득한 제주시 동부 대표 휴양지",064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
곽지관광지,관광지,,제주특별자치도 제주시 애월읍 곽지리 1566,33.4499564,126.3041171,235020.0,관리사무소+화장실(2동)+주차장+목욕장,,,야영장+조경휴게소+광장,,,2004-07-19,15000,331,접근성이 좋고 바닷물과 노천탕을 동시에 즐길 수 있는 제주시 서부 대표 휴양지,064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
협재관광지,관광지,,제주특별자치도 제주시 한림읍 협재리 2450,33.3934958502,126.2385968886,214300.0,관리사무소+화장실(4동)+취사장(2동)+샤워탈의장(2동)+주차장,,다목적운동장+해수풀장,야영장+조경휴게소,,,1985-06-21,15000,534,에메랄드 빛 바다색과 비양도 절경을 품고 있는 제주시 서부 대표 휴양지,064-728-2762,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
제주별빛누리공원,관광지,제주특별자치도 제주시 선돌목동길 60(오등동),제주특별자치도 제주시 오등동 10-34,33.4445529,126.5491863,33637.0,4D입체영상관+천체투영실+천체관측실+전시실,,,,,,2009-03-20,300,100,천문우주과학분야에 대한 호기심을 해결 할 수 있는 문화공간,064-728-8900,제주특별자치도 제주시 관광진흥과,2023-10-30,6510000,제주특별자치도 제주시
노루생태관찰원,관광지,제주특별자치도 제주시 명림로 520(봉개동),,33.4443253,126.6266934,520000.0,사무실 전시실+상시관찰원+사육동+관찰로+어린이놀이시설+파고라 등,,,,,,2007-08-03,300,92,"100여 마리의 노루를 관찰할 수 있고, 자연학습과 생태체험, 오름산행을 즐길 수 있는 열린 시민의 공간입니다",064-728-3611,제주특별자치도 제주시 절물생태관리소,2023-10-30,6510000,제주특별자치도 제주시
감천문화마을,관광지,부산광역시 사하구 감내2로 203(감천동),부산광역시 사하구 감천동 1-14,35.09748533,129.01060359,188177.0,화장실+관광안내소,방가방가게스트하우스+감내어울터+감천골목하우스 등,,작은박물관+도자기+목공예 등,,,2010-02-01,300000,200,한국전쟁 당시 피난민들이 모여산 계단식 마을로 다양한 예술작품 감상 가능,051-220-5922,부산광역시 사하구청,2025-12-12,3340000,부산광역시 사하구
을숙도 철새공원,관광지,,부산광역시 사하구 하단동 1209-1,35.09903966,128.9436455,1907000.0,화장실+주차장+관광안내소,,,,,낙동강하구에코센터,2004-01-01,1500000,300,철새를 보호하는 한편 습지를 비롯한 생태보존 공원,051-209-2000,부산광역시 낙동강관리본부,2025-12-12,3340000,부산광역시 사하구
을숙도 생태공원,관광지,,부산광역시 사하구 하단동 1142,35.11604341,128.94861721,1907000.0,화장실+주차장+관광안내소,,,,,낙동강하구에코센터,2012-11-01,4500000,600,을숙도 상단부로 수생식물이 서식하는 생태의 보고,051-209-2000,부산광역시 낙동강관리본부,2025-12-12,3340000,부산광역시 사하구
낙동강하구아미산전망대,관광지,부산광역시 사하구 다대낙조2길 77(다대동),부산광역시 사하구 다대동 1548-1,35.05265992,128.96069407,10254.0,화장실+주차장+관광안내소,,,,,,2011-02-21,1000000,28,모래섬·철새·낙조 등 천혜의 전경을 조망할 수 있는 전망대,051-265-6863,부산광역시 사하구청,2025-12-12,3340000,부산광역시 사하구
다대포해수욕장,관광지,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04661416,128.96800515,500000.0,화장실+주차장+관광안내소,,갯벌체험+패들보드+서핑보드 (※ 해양스포츠 체험 가능),해수욕장+해변공원+고우니생태길,,,1900-01-01,500000,500,백사장 길이 900m 폭 65~330m의 얕은 수심으로 가족단위 피서지로 유명,051-220-4911,부산광역시 사하구청,2025-12-12,3340000,부산광역시 사하구
다대포 꿈의 낙조분수,관광지,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04661416,128.96800515,2538.0,화장실+주차장+관광안내소,,,물놀이 체험분수+야간 음악분수,,,2010-03-27,2500,156,세계 최대이자 최고의 바닥 음악분수,051-220-5892,부산광역시 사하구청,2025-12-12,3340000,부산광역시 사하구
몰운대,관광지,,부산광역시 사하구 다대동 산144,35.03931428,128.96893979,492300.0,화장실+주차장+관광안내소,,,산책로+낙조전망대+정운공순의비+다대진동헌,,,1972-06-26,240000,230,태종대·해운대와 함께 부산의 3臺 중 하나,051-220-4915,부산광역시 사하구청,2025-12-12,3340000,부산광역시 사하구
중대물빛공원,관광지,경기도 광주시 순암로 307,경기도 광주시 중대동 229번지,37.40272258,127.218054,216372.0,주차장+화장실+공원,,,장미터널+연꽃로드+아치목교 등,,해당없음,2018-01-31,10000,100,"장미터널, 연꽃로드, 아치목교 등이 있는 수변공원",031-760-3763,경기도 광주시청,2025-05-15,5540000,경기도 광주시
팔당물안개공원,관광지,경기도 광주시 남종면 산수로 1897,경기도 광주시 남종면 귀여리 267-10번지,37.50956344,127.3174613,708241.0,주차장+화장실+공원,,,시민의 숲+희망의 숲+코스모스길 등,,해당없음,2018-01-31,10000,300,"시민의 숲, 희망의 숲, 코스모스길, 자전거길이 잘 조성된 공원",031-760-4483,경기도 광주시청,2025-05-15,5540000,경기도 광주시
경안천습지생태공원,관광지,경기도 광주시 퇴촌면 산수로 1159,경기도 광주시 퇴촌면 정지리 456-4번지,37.45920014,127.3051169,162000.0,주차장+화장실,,,조류관찰+자연학습의 장,,해당없음,2007-01-24,10000,115,다양한 수생식물 등 조류관찰과 자연학습의 장,031-760-3763,경기도 광주시청,2025-05-15,5540000,경기도 광주시
경기도자박물관,관광지,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1번지,37.35028421,127.3347877,3328.0,주차장+화장실+공원,,,야외조각공원+장작가마+다래시연장 등,,해당없음,2007-01-24,300,482,우리의 전통 도자문화와 역사를 느낄 수 있는 곳,031-799-1500,한국도자재단,2025-05-15,5540000,경기도 광주시
천진암,관광지,경기도 광주시 퇴촌면 천진암로 1203,경기도 광주시 퇴촌면 우산리 500번지,37.42357313,127.3883989,990000.0,주차장+화장실,,,천주교박물관,,해당없음,2007-01-24,10000,100,천학 강학회를 통해 신앙의 차원인 천주교로 발전시킨 성지,031-764-5953,재단법인 천주교수원교구유지재단,2025-05-15,5540000,경기도 광주시
분원백자자료관,관광지,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116번지,37.49625742,127.3034492,3339.0,주차장+화장실,,,백자자료관,,해당없음,2007-01-24,300,0,조선시대 관영사기의 변천과 도자기역사의 발자취 감상,031-799-1500,경기도자박물관,2025-05-15,5540000,경기도 광주시
남한산성,관광지,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1번지,37.47669636,127.1884165,526476.0,주차장+화장실,펜션,,행궁+만해기념관 등,관광식당,해당없음,2007-01-24,10000,945,"역사와 문화, 4계절의 아름다움을 감상할 수 있는 곳",031-8008-5155,남한산성세계문화유산센터,2025-05-15,5540000,경기도 광주시
보문관광단지,관광단지,경상북도 경주시 보문로 446,경상북도 경주시 신평동 375-7,35.843673,129.2869659,8515243.0,도로+동사무소+파출소+소방서+우체국+물레방아광장 등,특급호텔(5개소)+소형호텔(3개소)+콘도미니엄(5개소)+여관(8개소) 등,"회원제 골프장(36홀, 1개소)+퍼브릭골프장(18홀, 1개소)+유희 시설(경주월드) 등",컨벤션 센터+연수 및 수련시설+청소년수련시설+신라밀레니엄+종합스포츠시설+소공원 등,휴게식당+한식요식점+상가 등,,1975-04-04,20000,540,"사계절 관광객이 이용할 수 있는 온천형 관광지, 우아하고 정취있는 전통적 이미지가 창출될 수 있는 내륙형 관광 휴양지",054-779-6082,경상북도 경주시청,2025-09-08,5050000,경상북도 경주시
사라온 이야기 마을,관광지,대구광역시 군위군 군위읍 동서길 49,대구광역시 군위군 군위읍 서부리 44-1,36.236155,128.567733,8140.0,관리사무소+주차장,,,야외쉼터+환희문(정문)+적라촌+적라청+적라골,매표소,,2015-10-01,200,70,"선조들이 살아온 역사와 문화를 적라촌, 적라청, 적라골 3가지 테마로 나누어 재현",054-380-7216,대구광역시 군위군청,2025-08-11,5141000,대구광역시 군위군
김수환 추기경 사랑과 나눔 공원,관광지,대구광역시 군위군 군위읍 군위금성로 270,대구광역시 군위군 군위읍 용대리 424,36.232449,128.599613,32128.0,공원,,,기념관+경당+추기경생가+십자가의 길+평화의 숲+추모정원+중앙광장+잔디광장+옹기가마,,,2018-03-27,30,20,"김수환 추기경의 사랑과 나눔 정신의 계승,확산을 위한 정신문화 공간",054-380-6866,대구광역시 군위군청,2025-08-11,5141000,대구광역시 군위군
팔공산 하늘정원,관광지,,대구광역시 군위군 부계면 동산리 산 74-18,36.023813,128.696761,6000.0,정자+탐방로,,정자+탐방로,정자+탐방로,,,2015-06-12,100,10,"오도암, 비로봉, 동봉, 서봉 등 팔공산의 봉우리들을 자유롭게 다닐 수 있는 오름길",054-380-7943,대구광역시 군위군청,2025-08-11,5141000,대구광역시 군위군
통영루지,관광지,경상남도 통영시 발개로 178,경상남도 통영시 도남동 319-3,34.82440908,128.4241617,164000.0,화장실,,,,,,2017-02-09,2500,350,스카이라인 루지는 탑승자들이 1.5km의 트랙 위를 자유롭게 조정하며 내려올 수 있도록 특별제작된 카트로 연령에 관계없이 누구나 쉽게 배우고 즐길 수 있는 아웃도어 기구.,055-650-0621,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
별밤미술관 in 선운,관광지,광주광역시 광산구 선운로2번길 40,광주광역시 광산구 선암동 794,35.14604759,126.7732908,40.0,없음,,,,,,2021-04-07,0,0,"코로나19 팬데믹으로 위축된 예술인들의 활동을 장려하고 대중 속에서 꽃피는 전시문화를 위해, 주민들이 즐겨 찾는 거점공간에 비대면 간이 미술관 5개소를 조성 및 운영하고있습니다.  별밤미술관은 탁 트인 야외 공원에 위치하고 있고 저녁 시간에 운영하기 때문에 직장에 다니거나 일을 하느라 바쁜 일상에서 일부러 시간을 낼 필요도 없습니다. 퇴근 후 동네 공원에서 산책하시거나 운동하시면서 좋은 작품을 여유롭게 즐기시기만 하면 됩니다.",062-960-3689,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
별밤미술관 in 신창,관광지,광주광역시 광산구 왕버들로 331,광주광역시 광산구 신창동 1173-2,35.19467258,126.8452966,40.0,없음,,,,,,2021-03-30,0,0,"코로나19 팬데믹으로 위축된 예술인들의 활동을 장려하고 대중 속에서 꽃피는 전시문화를 위해, 주민들이 즐겨 찾는 거점공간에 비대면 간이 미술관 5개소를 조성 및 운영하고있습니다.  별밤미술관은 탁 트인 야외 공원에 위치하고 있고 저녁 시간에 운영하기 때문에 직장에 다니거나 일을 하느라 바쁜 일상에서 일부러 시간을 낼 필요도 없습니다. 퇴근 후 동네 공원에서 산책하시거나 운동하시면서 좋은 작품을 여유롭게 즐기시기만 하면 됩니다.",062-960-3689,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
별밤미술관 in 운남,관광지,광주광역시 광산구 목련로 156,광주광역시 광산구 운남동 799-1,35.17144137,126.8159402,40.0,없음,,,,,,2021-03-22,0,0,"코로나19 팬데믹으로 위축된 예술인들의 활동을 장려하고 대중 속에서 꽃피는 전시문화를 위해, 주민들이 즐겨 찾는 거점공간에 비대면 간이 미술관 5개소를 조성 및 운영하고있습니다.  별밤미술관은 탁 트인 야외 공원에 위치하고 있고 저녁 시간에 운영하기 때문에 직장에 다니거나 일을 하느라 바쁜 일상에서 일부러 시간을 낼 필요도 없습니다. 퇴근 후 동네 공원에서 산책하시거나 운동하시면서 좋은 작품을 여유롭게 즐기시기만 하면 됩니다.",062-960-3689,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
별밤미술관 in 수완,관광지,광주광역시 광산구 풍영정천자전거길 1030,광주광역시 광산구 신가동 1051,35.18597183,126.819001,40.0,없음,,,,,,2021-02-26,0,0,"코로나19 팬데믹으로 위축된 예술인들의 활동을 장려하고 대중 속에서 꽃피는 전시문화를 위해, 주민들이 즐겨 찾는 거점공간에 비대면 간이 미술관 5개소를 조성 및 운영하고있습니다.  별밤미술관은 탁 트인 야외 공원에 위치하고 있고 저녁 시간에 운영하기 때문에 직장에 다니거나 일을 하느라 바쁜 일상에서 일부러 시간을 낼 필요도 없습니다. 퇴근 후 동네 공원에서 산책하시거나 운동하시면서 좋은 작품을 여유롭게 즐기시기만 하면 됩니다.",062-960-3689,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
별밤미술관 in 첨단,관광지,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,126.79336,없음,,,,,,2020-09-17,0,0,"코로나19 팬데믹으로 위축된 예술인들의 활동을 장려하고 대중 속에서 꽃피는 전시문화를 위해, 주민들이 즐겨 찾는 거점공간에 비대면 간이 미술관 5개소를 조성 및 운영하고있습니다.  별밤미술관은 탁 트인 야외 공원에 위치하고 있고 저녁 시간에 운영하기 때문에 직장에 다니거나 일을 하느라 바쁜 일상에서 일부러 시간을 낼 필요도 없습니다. 퇴근 후 동네 공원에서 산책하시거나 운동하시면서 좋은 작품을 여유롭게 즐기시기만 하면 됩니다.",062-960-3689,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
소촌아트팩토리,관광지,광주광역시 광산구 소촌로85번길 14-9,광주광역시 광산구 소촌동 845,35.15262857,126.7912355,2454.0,화장실+주차장,,,,,,2015-12-24,102,23,"광주 최초의 산업단지 문화재생시설인 소촌아트팩토리는 낡고 오래된 민방위비상대피시설(방공호)과 아시아문화중심도시 홍보관(아시아문화마루)으로 사용되었던 폐컨테이너를 조합해 리뉴얼한 복합문화공간이다.2015년 개관하였으며 큐브미술관, 아르코공연연습센터, 유노윤호 작은도서관 HUG및 부대시설 등을 갖추고 있다. 오랫동안 쓸모없이 방치되었던 유휴공간이 문화예술 콘텐츠 융합을 통해 시민들의 일상을 풍요롭게 하는 혁신공간으로 재탄생한 것이다.",062-960-3688,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
송정작은미술관,관광지,광주광역시 광산구 송정로30번길 25,광주광역시 광산구 도산동 964-2,35.13510527,126.7933629,393.0,화장실,,,,,,2021-07-07,126,3,"광주송정역세권 도시재생사업으로 개관한 미술관으로써, 광산 송정역세권의 입지적 특성을 고려하여 송정역 이용객들이 1913시장, 골목상권으로 유입될 수 있도록 볼 거리 제공하고 지역의 인문 문화와 어우러지고 시민이 함께하는 열린 공간으로 운영",062-960-3688,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
수완호수공원,관광지,광주광역시 광산구 장신로82번길 57,광주광역시 광산구 장덕동 1681,35.18794733,126.8202489,84835.0,화장실(2),,,,,,2009-11-12,500,0,밤낮으로 호수공원의 다른 정취를 느낄 수 있으며 롯데마트를 비롯한 대형마트와 상업시설이 있어 편하게 주차 및 쇼핑을 이용할 수 있다.,062-960-8677,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
쌍암공원,관광지,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,147962.0,주차장(2)+화장실(3),,,,,,1998-02-21,800,194,"한가운데 위치하고 있는 호수, 호수주변을 따라 잘 조성된 철쭉꽃 숲들과 소나무숲이 운치를 더한다.",062-960-8702,광주광역시 광산구청,2025-02-04,3630000,광주광역시 광산구
동백섬,관광지,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,93.649,공중화장실 2동+도로+전망대 1개소+수목+잔디 1개소,관광호텔 1동,,관광유람선 1개소,,,1988-07-19,700000,101,해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다.,051-749-4081,부산광역시 해운대구청,2025-01-01,3330000,부산광역시 해운대구
요트올림픽동산지구,관광지,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,117.958,관리사무소 1동+공중화장실 3동+도로포장+원형분수 1개소+연못 1개소+파고라 1동+기념동산 1개소+녹지 1개소,,놀이광장 1개소+잔디광장 1개소+산책로  1개소+놀이마당 1개소+어린이놀이터 1개소+수영장 1동,식물원 1개소+야외전시장,,,1988-07-19,800000,398,360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다,051-749-4081,부산광역시 해운대구청,2025-01-01,3330000,부산광역시 해운대구
봉은사,관광지,서울특별시 강남구 봉은사로 531,서울특별시 강남구 삼성동 73,37.5144,127.0582,0.0,화장실+주차장,,,,,,1900-01-01,1000,100,794년 창건된 천년 고찰로 도심 내 전통 사찰. 강남구 대표 관광명소.,02-3218-4800,봉은사,2025-12-24,3110000,서울특별시 강남구
홍대걷고싶은거리,관광지,서울특별시 마포구 어울마당로 일대,서울특별시 마포구 서교동 348-40 일대,37.5563,126.9236,0.0,,,,,카페+음식점,,2000-01-01,5000,0,홍대입구역 인근 젊음의 거리. 버스킹과 프리마켓으로 유명한 마포구 대표 관광명소.,02-3153-8654,마포구청,2025-12-24,3120000,서울특별시 마포구
서울숲,관광지,서울특별시 성동구 뚝섬로 273,서울특별시 성동구 성수동1가 685,37.5447,127.037,1150000.0,화장실+주차장+자전거도로,,자전거대여+피크닉,생태숲+문화예술공원+곤충관,,,2005-06-18,10000,500,성수동 대표 관광지. 400만 그루 이상 나무와 다섯 테마파크. 한국관광 100선 선정.,02-460-2905,서울특별시 성동구청,2025-12-24,3200000,서울특별시 성동구
경복궁,관광지,서울특별시 종로구 사직로 161,서울특별시 종로구 세종로 1-1,37.5796,126.977,432703.0,화장실+주차장+안내소,,,국립고궁박물관,매표소,,1395-01-01,5000,200,"조선왕조 정궁. 1395년 창건, 북악산을 배경으로 한 7,700여 칸의 전각. 종로구 대표 관광명소.",02-3700-3900,문화재청 경복궁관리소,2025-12-24,3110000,서울특별시 종로구
화성행궁,관광지,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동,37.2825,127.019,0.0,화장실+주차장+안내소,,,수원화성과 연계,매표소,,1789-01-01,3000,150,수원화성의 행궁. 정조대왕이 부왕의 능을 참배할 때 머물던 곳. 수원 대표 관광명소.,031-228-4677,수원시청,2025-12-24,4110000,경기도 수원시
전주한옥마을,관광지,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도 전주시 완산구 남노송동,35.815,127.15,0.0,화장실+주차장+관광안내소,한옥체험숙박,,전통체험,음식점+카페,,1977-01-01,10000,500,700여 채 한옥이 군락을 이룬 국내 최대 한옥촌. 전주 대표 관광명소.,063-282-1330,전주시청,2025-12-24,4611000,전북특별자치도 전주시
갓바위,관광지,전라남도 목포시 용해동 산86-24,전라남도 목포시 용해동 산86-24,34.787,126.381,0.0,화장실+전망대,,,,,,1980-01-01,500,50,목포 대표 관광명소. 유달산에 위치한 전망대와 갓 모양 바위. 06:00~23:00 무료 개방.,061-270-8433,목포시청,2025-12-24,4613000,전라남도 목포시
독도,관광지,경상북도 울릉군 울릉읍 독도이사부길 55,경상북도 울릉군 울릉읍 독도리 산1-96,37.242,131.865,0.0,등대+선착장,,,,,,1982-11-16,200,0,동도·서도와 부속도서로 이루어진 천연기념물. 울릉도 저동항에서 배편으로 입도 가능.,054-790-6641,독도관리사무소,2025-12-24,4790000,경상북도 울릉군
코엑스 아쿠아리움,관광지,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159,37.5126,127.0585,0.0,,,,,,,2000-01-01,3000,500,"국내 최대 규모 수족관. 650여 종 4만여 마리, 유리터널·인어공주 쇼·먹이주기 체험.",02-6002-6200,코엑스,2025-12-24,3110000,서울특별시 강남구
별마당도서관,관광지,서울특별시 강남구 영동대로 513 스타필드 코엑스몰 B1,서울특별시 강남구 삼성동 159,37.5125,127.059,0.0,,,,,,,2000-01-01,500,0,"5만 권 이상 장서, SNS 랜드마크. 북토크·강연 등 문화행사.",,신세계,2025-12-24,3110000,서울특별시 강남구
